"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"Hanehalkı tipi (1)";"Hanehalkı büyüklüğü (_T)";"ADNKS Gösterge (HH_SAY)";"Zaman (2014)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2015";"762436";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2016";"810590";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2017";"859267";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2018";"918601";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2019";"972866";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2020";"1035785";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2021";"1108347";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2022";"1174874";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2023";"1231391";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2024";"1277863";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2025";"1333701";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2014";"374707";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2015";"391787";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2016";"419661";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2017";"441659";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2018";"477271";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2019";"505351";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2020";"543710";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2021";"576300";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2022";"606149";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2023";"632278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2024";"645236";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2025";"661897";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2014";"126888";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2015";"132302";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2016";"142324";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2017";"148603";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2018";"160601";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2019";"170770";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2020";"185112";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2021";"193827";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2022";"204329";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2023";"211756";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2024";"215238";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2025";"217772";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2014";"39959";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2015";"40715";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2016";"43128";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2017";"44636";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2018";"47374";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2019";"50191";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2020";"54392";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2021";"56905";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2022";"59700";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2023";"60719";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2024";"62149";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2025";"62247";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2014";"14728";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2015";"14842";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2016";"15136";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2017";"15371";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2018";"15877";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2019";"16515";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2020";"17544";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2021";"17863";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2022";"18490";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2023";"18371";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2024";"18530";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2025";"18459";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2014";"10688";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2015";"10703";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2016";"10619";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2017";"10517";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2018";"10712";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2019";"10839";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2020";"11246";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2021";"10843";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2022";"10792";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2023";"10310";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2024";"10048";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2025";"9783";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2014";"3512384";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2015";"3578540";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2016";"3616624";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2017";"3623935";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2018";"3667806";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2019";"3601444";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2020";"3456651";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2021";"3425631";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2022";"3342280";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2023";"3476510";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2024";"3528657";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2025";"3640617";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2014";"356219";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2015";"397548";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2016";"415749";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2017";"429994";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2018";"449601";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2019";"461097";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2020";"459161";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2021";"480253";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2022";"506049";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2023";"540070";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2024";"567961";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2025";"603977";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2014";"577479";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2015";"617382";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2016";"635658";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2017";"649813";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2018";"664400";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2019";"668476";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2020";"652860";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2021";"671860";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2022";"690338";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2023";"729695";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2024";"759937";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2025";"799450";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2014";"762722";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2015";"774616";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2016";"782664";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2017";"783927";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2018";"787653";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2019";"781787";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2020";"755684";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2021";"753870";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2022";"747860";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2023";"771079";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2024";"787845";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2025";"814128";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2014";"654816";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2015";"657268";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2016";"662187";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2017";"661904";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2018";"661405";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2019";"651234";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2020";"626797";"";"";"";"";""
