"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"İkamet edilen yer (TR)";"ADNKS Gösterge (ORT_HH_BUYUKLUK)";"Zaman (2008)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2017";"5,1714705177373";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2018";"5,0253144928379";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2019";"4,88406547378131";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2020";"4,75440026374109";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2021";"4,60859839598451";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2022";"4,36479305375032";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2023";"4,31343768665894";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2024";"4,26902574672613";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ağrı";"Ortalama hanehalkı büyüklüğü";"2025";"4,23478097655587";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2008";"4,8";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2009";"4,59790023921325";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2010";"4,45768892794376";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2011";"4,3270048537434";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2012";"4,18755980861244";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2013";"3,93858812306225";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2014";"3,76314463946685";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2015";"3,60128117655978";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2016";"3,48251748251748";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2017";"3,39079319592931";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2018";"3,34659435544297";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2019";"3,2769133281701";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2020";"3,25711079156876";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2021";"3,1804388014929";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2022";"3,07363049364716";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2023";"3,0704420367614";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2024";"3,02213623370285";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ardahan";"Ortalama hanehalkı büyüklüğü";"2025";"2,96379807525275";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2008";"5,5";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2009";"5,44485711654747";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2010";"5,31040323299557";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2011";"5,22550004304531";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2012";"5,07167518298578";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2013";"4,77051092619955";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2014";"4,63749375936096";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2015";"4,51435986998496";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2016";"4,43523426914208";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2017";"4,30456246699272";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2018";"4,23103533481591";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2019";"4,1613957388257";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2020";"4,06277635922028";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2021";"3,97653181063459";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2022";"3,83999762695776";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2023";"3,796875";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2024";"3,74593456303865";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Iğdır";"Ortalama hanehalkı büyüklüğü";"2025";"3,71032244353857";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2008";"5,3";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2009";"5,26430308231424";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2010";"5,15091474182383";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2011";"5,04389503810213";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2012";"4,85513761007971";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2013";"4,57278747359896";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2014";"4,3962024138252";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2015";"4,23547980756097";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2016";"4,12695962351248";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2017";"4,0403024911032";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2018";"3,98615366657912";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2019";"3,8877782049639";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2020";"3,80927402433907";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2021";"3,72319574786147";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2022";"3,60582651929161";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2023";"3,58139248978923";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2024";"3,53634102433729";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kars";"Ortalama hanehalkı büyüklüğü";"2025";"3,48527921562183";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2008";"5,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2009";"5,31938392510462";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2010";"5,14634400099879";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2011";"4,98545194371572";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2012";"4,76657608179244";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2013";"4,53975335962736";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2014";"4,37819312501074";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2015";"4,22477542309792";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2016";"4,08713824330315";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2017";"3,93504002416553";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2018";"3,8915264074289";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2019";"3,75042856545553";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2020";"3,66332560601391";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2021";"3,57253655601768";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2022";"3,42456510014925";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2023";"3,40327166648204";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2024";"3,32342918127024";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bingöl";"Ortalama hanehalkı büyüklüğü";"2025";"3,28507468075632";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2008";"4,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2009";"4,32782393494785";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2010";"4,18028483144762";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2011";"4,07023709609736";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2012";"3,97508349254036";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2013";"3,87895398930376";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2014";"3,73858554517554";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2015";"3,6424405680362";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2016";"3,58139713310231";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2017";"3,51843707713126";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2018";"3,54099483092562";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2019";"3,41373208812433";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2020";"3,3267052959721";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2021";"3,24693964426241";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2022";"3,12679205576746";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2023";"3,13173594762811";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2024";"3,053097669547";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Elazığ";"Ortalama hanehalkı büyüklüğü";"2025";"3,01356296648541";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2008";"4,5";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2009";"4,44314875962046";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2010";"4,28489949018048";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2011";"4,07598785875016";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2012";"3,98436351343375";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2013";"3,89204393810149";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2014";"3,80069848543217";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2015";"3,72586113874741";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2016";"3,67562198193147";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2017";"3,61471043622779";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2018";"3,60781108422931";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2019";"3,52964730479047";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2020";"3,4853138049347";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2021";"3,40361129549369";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2022";"3,30421533986361";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2023";"3,12646727034361";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2024";"3,07880297344049";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Malatya";"Ortalama hanehalkı büyüklüğü";"2025";"3,08921914186945";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2008";"3,7";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2009";"3,55364337229545";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2010";"3,38606690174402";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2011";"3,27355972759065";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2012";"3,14524741901032";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2013";"3,06120422098076";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2014";"2,94779052685909";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2015";"2,85950381085705";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2016";"2,78027621085392";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2017";"2,72897411313519";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2018";"2,76486975397974";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2019";"2,7170803232959";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2020";"2,65698660482503";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2021";"2,60024994933459";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2022";"2,54219906408682";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2023";"2,62972349481756";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2024";"2,5515314905642";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tunceli";"Ortalama hanehalkı büyüklüğü";"2025";"2,49412332957656";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2008";"6,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2009";"6,44497278484855";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2010";"6,37123906181324";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2011";"6,26491401539386";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2012";"6,05963474420868";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2013";"5,8220148052784";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2014";"5,5366847826087";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2015";"5,23339093701997";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2016";"4,98639819253198";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2017";"4,79210094858883";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2018";"4,69203641779301";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2019";"4,54628979084473";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2020";"4,43027381060675";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2021";"4,28260951685407";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2022";"4,07391086271138";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2023";"4,04998954679551";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2024";"3,99027777777778";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bitlis";"Ortalama hanehalkı büyüklüğü";"2025";"3,94466094206675";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2008";"7,8";"";"";"";"";""
