"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"İkamet edilen yer (TR)";"ADNKS Gösterge (ORT_HH_BUYUKLUK)";"Zaman (2008)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2009";"7,86282253817799";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2010";"7,78985296493779";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2011";"7,61574444512833";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2012";"7,3829037037037";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2013";"6,78653706736836";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2014";"6,57144328569589";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2015";"6,3595014648195";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2016";"5,87093433749117";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2017";"5,68905668883129";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2018";"5,53787665446353";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2019";"5,38710015072852";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2020";"5,15580860180924";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2021";"4,94371421506154";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2022";"4,55353606169486";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2023";"4,44575013103833";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2024";"4,35926270960873";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hakkari";"Ortalama hanehalkı büyüklüğü";"2025";"4,31369520930538";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2008";"6,9";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2009";"6,85586685740204";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2010";"6,7931631847964";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2011";"6,70577793998109";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2012";"6,61624971310535";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2013";"6,23069912570669";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2014";"5,96797041587761";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2015";"5,68485550455436";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2016";"5,38114213439595";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2017";"5,13048574033077";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2018";"5,05410376274044";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2019";"4,85854316219072";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2020";"4,71118190655782";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2021";"4,57374186011543";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2022";"4,3508861945501";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2023";"4,33895326853355";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2024";"4,20475760644622";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Muş";"Ortalama hanehalkı büyüklüğü";"2025";"4,11309000531805";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2008";"6,9";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2009";"7,06436210847976";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2010";"6,97252751029273";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2011";"6,68556193436451";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2012";"6,42524002052848";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2013";"6,03605142807835";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2014";"5,76083695652174";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2015";"5,50451914915507";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2016";"5,31980646632494";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2017";"5,17366266598202";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2018";"5,08140687613737";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2019";"4,92138073887854";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2020";"4,78973297735992";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2021";"4,60977043858487";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2022";"4,36189190473174";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2023";"4,2730601088653";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2024";"4,22291995547264";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Van";"Ortalama hanehalkı büyüklüğü";"2025";"4,17599160658975";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2008";"5,3";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2009";"5,29484827743555";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2010";"5,1625041209648";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2011";"5,07810211341285";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2012";"4,92973991516401";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2013";"4,7304646826646";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2014";"4,56845055073366";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2015";"4,45261371350984";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2016";"4,3603535814735";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2017";"4,27115509109405";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2018";"4,23701395587694";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2019";"4,15743937609164";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2020";"4,09043637176403";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2021";"3,99663876368319";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2022";"3,85342322947574";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2023";"3,65557420635407";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2024";"3,59757796848369";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adıyaman";"Ortalama hanehalkı büyüklüğü";"2025";"3,58942870182135";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2008";"4,9";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2009";"5,03863757547365";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2010";"4,86498415871183";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2011";"4,73053680719201";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2012";"4,61626503495036";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2013";"4,50032822729803";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2014";"4,42394827425362";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2015";"4,32044210261627";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2016";"4,26319628647215";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2017";"4,22760440320941";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2018";"4,18710167819197";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2019";"4,08580526057966";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2020";"4,04483388904115";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2021";"3,96955905665392";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2022";"3,87013197103586";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2023";"3,77461546286332";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2024";"3,72838682552754";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gaziantep";"Ortalama hanehalkı büyüklüğü";"2025";"3,66915812718151";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2008";"4,6";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2009";"4,58544364600546";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2010";"4,49342031267574";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2011";"4,3420624887123";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2012";"4,21861570175745";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2013";"4,01242030852575";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2014";"3,88005973184216";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2015";"3,79803061443603";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2016";"3,72734111699567";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2017";"3,68124585818423";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2018";"3,65168785021184";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2019";"3,56027209449483";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2020";"3,51830477908025";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2021";"3,45907046476762";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2022";"3,38774081406016";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2023";"3,31689071248838";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2024";"3,28777509393451";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kilis";"Ortalama hanehalkı büyüklüğü";"2025";"3,25582637729549";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2008";"6,3";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2009";"6,33967611162719";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2010";"6,18570412105868";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2011";"6,05227698859122";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2012";"5,92337227819802";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2013";"5,68382254340916";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2014";"5,42077922077922";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2015";"5,24077708896101";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2016";"5,08827869438119";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2017";"4,96585288588839";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2018";"4,82433064755427";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2019";"4,68016149081869";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2020";"4,54411887513309";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2021";"4,42760220529951";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2022";"4,23657842607599";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2023";"4,16945290717203";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2024";"4,1137321749331";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Diyarbakır";"Ortalama hanehalkı büyüklüğü";"2025";"4,08824434946392";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2008";"6,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2009";"6,57115769165483";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2010";"6,47490355184288";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2011";"6,37848882705852";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2012";"6,30606981101188";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2013";"6,17836604195006";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2014";"6,07951470337979";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2015";"5,90373290258544";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2016";"5,77959368490959";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2017";"5,67064948935318";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2018";"5,56833715203635";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2019";"5,3778911492846";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2020";"5,24594476549699";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2021";"5,11699694473544";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2022";"4,8094715019842";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2023";"4,67108507618219";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2024";"4,63413097972363";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Şanlıurfa";"Ortalama hanehalkı büyüklüğü";"2025";"4,6328314544085";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2008";"6,9";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2009";"7,03696958398463";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2010";"6,85598902982516";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2011";"6,65455180623124";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2012";"6,42349786983987";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2013";"6,21280576536623";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Batman";"Ortalama hanehalkı büyüklüğü";"2014";"6,06595389093646";"";"";"";"";""
